index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
6161,ORD106161,2024-06-29 17:31:21,Pending,Merchant,Online,Standard,Sports,SKU1324,Accessories,M,B054196,In Transit,1,USD,2079.54,New Joytown,Georgia,29393,India,,Yes,Amazon
6162,ORD106162,2024-11-15 20:14:35,Cancelled,Amazon,Offline,Standard,Casual,SKU3292,Clothing,L,B088444,In Transit,5,INR,2726.5,Lopezburgh,Indiana,42169,USA,,No,Seller
6163,ORD106163,2023-09-11 03:56:42,Cancelled,Merchant,Offline,Expedited,Casual,SKU6067,Clothing,M,B057029,Delayed,2,INR,2202.92,Garrettchester,Arizona,61971,USA,,No,Seller
6164,ORD106164,2024-01-11 18:18:23,Pending,Amazon,Offline,Expedited,Formal,SKU9793,Electronics,L,B073602,In Transit,1,USD,4271.07,Scottland,New Mexico,73690,USA,PROMO20,Yes,Amazon
6165,ORD106165,2023-11-21 08:06:45,Pending,Amazon,Online,Standard,Casual,SKU9192,Electronics,L,B030509,Delayed,4,USD,1022.47,Andersonton,Delaware,49773,India,PROMO10,No,Seller
6166,ORD106166,2023-06-24 01:44:29,Shipped,Merchant,Online,Expedited,Formal,SKU5398,Clothing,XXL,B022320,Returned,2,INR,1862.52,Robertsberg,Connecticut,83765,USA,PROMO30,No,Seller
6167,ORD106167,2024-06-02 03:00:36,Shipped,Amazon,Online,Standard,Formal,SKU9633,Clothing,S,B025481,Delivered,5,USD,595.68,South Tammy,Tennessee,86569,USA,PROMO20,No,Seller
6168,ORD106168,2023-10-15 11:38:27,Pending,Merchant,Offline,Standard,Sports,SKU3493,Accessories,XXL,B098814,Returned,1,USD,4119.74,Smithfort,Massachusetts,89021,USA,,No,Seller
6169,ORD106169,2024-12-03 21:00:13,Pending,Amazon,Online,Expedited,Sports,SKU3929,Footwear,S,B028714,Returned,1,USD,4110.84,Marioville,South Carolina,24603,USA,PROMO10,No,Seller
6170,ORD106170,2024-07-06 00:43:26,Shipped,Amazon,Offline,Standard,Casual,SKU9007,Footwear,S,B052220,Returned,5,INR,397.16,Tonyachester,Ohio,45383,India,,Yes,Seller
6171,ORD106171,2023-11-26 23:48:46,Cancelled,Amazon,Offline,Expedited,Ethnic,SKU5178,Accessories,M,B038175,Delivered,3,INR,894.43,East Brianburgh,North Carolina,76980,India,PROMO10,No,Seller
6172,ORD106172,2024-11-02 08:31:55,Shipped,Merchant,Online,Standard,Ethnic,SKU9992,Footwear,M,B094005,Delivered,4,INR,4882.52,Victorfurt,New Jersey,49183,USA,PROMO10,Yes,Seller
6173,ORD106173,2024-02-17 07:04:34,Pending,Amazon,Online,Standard,Casual,SKU3998,Accessories,XXL,B075669,Delayed,4,INR,2183.78,Port Victorshire,New York,65616,USA,PROMO20,No,Seller
6174,ORD106174,2023-11-14 01:21:45,Pending,Amazon,Offline,Same Day,Casual,SKU9763,Electronics,M,B072466,In Transit,5,INR,2060.88,Smithtown,Mississippi,12511,India,,Yes,Amazon
6175,ORD106175,2025-04-20 07:39:30,Cancelled,Merchant,Online,Standard,Ethnic,SKU8922,Electronics,L,B074363,In Transit,2,USD,3276.73,New Mary,Georgia,05403,India,PROMO10,Yes,Amazon
6176,ORD106176,2025-03-13 12:06:36,Pending,Merchant,Online,Standard,Sports,SKU8162,Electronics,L,B082595,Returned,2,USD,3789.32,Delgadoville,Rhode Island,68703,USA,PROMO30,Yes,Amazon
6177,ORD106177,2024-04-07 21:32:22,Pending,Merchant,Offline,Same Day,Sports,SKU9260,Footwear,L,B019327,Returned,4,USD,4395.9,Sandersport,Virginia,50881,India,,Yes,Seller
6178,ORD106178,2023-05-13 17:53:58,Pending,Amazon,Offline,Standard,Casual,SKU2451,Electronics,XXL,B078341,Delivered,5,USD,2395.29,East Roger,North Dakota,15617,USA,PROMO30,No,Amazon
6179,ORD106179,2023-07-18 02:47:32,Cancelled,Amazon,Offline,Same Day,Ethnic,SKU4642,Electronics,L,B096485,Returned,4,USD,2473.7,Lake Suzanneland,Maryland,14405,USA,PROMO10,No,Amazon
6180,ORD106180,2025-04-06 19:28:24,Shipped,Amazon,Offline,Standard,Ethnic,SKU1475,Footwear,M,B031519,In Transit,3,INR,2544.62,Andreamouth,Alaska,82778,USA,,No,Amazon
6181,ORD106181,2024-01-28 04:11:36,Pending,Merchant,Online,Same Day,Casual,SKU3602,Clothing,XL,B069556,Delayed,1,INR,4186.78,North Ashleyfurt,Delaware,78655,India,,Yes,Seller
6182,ORD106182,2023-11-26 16:32:09,Cancelled,Amazon,Offline,Standard,Sports,SKU7236,Electronics,L,B084537,Returned,2,INR,4979.38,Francisfurt,Pennsylvania,03040,USA,PROMO30,No,Seller
6183,ORD106183,2024-10-29 00:02:26,Cancelled,Amazon,Online,Standard,Casual,SKU6684,Footwear,L,B023135,Delayed,3,INR,3522.49,Lake Lucasport,Mississippi,57899,USA,PROMO30,Yes,Amazon
6184,ORD106184,2024-07-25 17:02:29,Pending,Amazon,Online,Standard,Casual,SKU9084,Clothing,M,B059875,Delivered,2,INR,2046.2,North Daniel,Iowa,94694,India,,No,Amazon
6185,ORD106185,2024-10-29 03:48:43,Pending,Amazon,Online,Expedited,Ethnic,SKU8020,Clothing,L,B020021,Delivered,2,INR,1144.9,New Jessica,Delaware,31535,USA,PROMO20,Yes,Amazon
6186,ORD106186,2024-07-09 09:40:05,Pending,Amazon,Online,Standard,Sports,SKU4686,Footwear,XXL,B048934,Returned,5,INR,4614.96,North Deanna,New Hampshire,26971,USA,PROMO20,Yes,Seller
6187,ORD106187,2025-03-16 12:42:35,Pending,Merchant,Online,Same Day,Formal,SKU6207,Electronics,XL,B089407,In Transit,1,INR,1760.0,Douglaston,Georgia,47917,USA,PROMO20,No,Amazon
6188,ORD106188,2023-10-17 07:20:55,Pending,Amazon,Offline,Expedited,Sports,SKU1858,Electronics,XXL,B046556,Returned,4,INR,4697.66,Brooksbury,Georgia,23317,USA,PROMO20,No,Amazon
6189,ORD106189,2024-10-16 18:31:27,Shipped,Merchant,Online,Expedited,Formal,SKU6318,Footwear,XXL,B066410,Delayed,4,INR,1891.86,Port Melissaport,Alaska,60556,USA,PROMO10,No,Amazon
6190,ORD106190,2023-10-21 11:04:38,Shipped,Merchant,Online,Expedited,Sports,SKU4405,Electronics,XXL,B044412,Delivered,4,INR,2691.99,Jeffreyview,Kansas,78452,India,PROMO30,Yes,Seller
6191,ORD106191,2025-03-05 06:01:51,Cancelled,Merchant,Online,Expedited,Sports,SKU4568,Footwear,S,B034046,Delivered,5,INR,1422.63,Lake Eric,New Jersey,53231,India,PROMO10,No,Seller
6192,ORD106192,2024-12-19 18:13:15,Cancelled,Amazon,Offline,Same Day,Sports,SKU3753,Clothing,M,B013167,Returned,1,INR,3251.48,East Justinshire,Idaho,31565,India,PROMO20,No,Seller
6193,ORD106193,2024-01-19 07:58:59,Shipped,Amazon,Offline,Same Day,Formal,SKU2010,Accessories,L,B042225,In Transit,1,INR,2625.82,East Eric,Rhode Island,71870,USA,PROMO10,No,Seller
6194,ORD106194,2023-06-22 19:27:03,Pending,Merchant,Offline,Standard,Ethnic,SKU7438,Electronics,M,B075468,Delivered,3,USD,4407.41,Port Margaret,Idaho,82634,USA,PROMO30,No,Amazon
6195,ORD106195,2023-12-20 17:11:25,Shipped,Merchant,Offline,Same Day,Ethnic,SKU2934,Clothing,XL,B037964,Returned,3,USD,2506.45,East Codymouth,Maine,36313,USA,,Yes,Seller
6196,ORD106196,2023-11-18 21:54:03,Shipped,Merchant,Online,Same Day,Formal,SKU1525,Electronics,L,B047310,Returned,4,INR,3129.57,Rivasburgh,Arizona,88206,USA,,Yes,Seller
6197,ORD106197,2023-08-28 12:58:08,Shipped,Merchant,Offline,Standard,Formal,SKU2489,Footwear,L,B040141,Delivered,5,USD,2151.11,Port Christopher,Michigan,02333,India,PROMO10,No,Seller
6198,ORD106198,2023-07-17 08:20:26,Cancelled,Amazon,Offline,Same Day,Sports,SKU9782,Accessories,XXL,B011464,In Transit,2,INR,1591.63,West Grant,Oregon,81700,USA,,Yes,Amazon
6199,ORD106199,2023-10-22 16:27:28,Pending,Amazon,Online,Standard,Ethnic,SKU3072,Accessories,M,B046044,Returned,5,INR,2922.9,Gregoryburgh,Colorado,92043,USA,PROMO20,Yes,Amazon
6200,ORD106200,2023-07-11 13:02:53,Shipped,Amazon,Offline,Standard,Sports,SKU5391,Footwear,L,B081633,Delayed,2,INR,3798.95,Aaronshire,Maine,92761,India,PROMO20,Yes,Amazon
6201,ORD106201,2024-09-04 01:40:57,Shipped,Merchant,Online,Standard,Ethnic,SKU7101,Accessories,XXL,B022597,Delayed,1,INR,4994.61,Kimberlystad,Texas,28045,USA,PROMO20,Yes,Amazon
6202,ORD106202,2024-11-21 03:27:16,Shipped,Amazon,Offline,Standard,Ethnic,SKU9821,Accessories,XXL,B035401,Returned,2,USD,3482.35,Port Williambury,New York,28817,India,PROMO10,No,Amazon
6203,ORD106203,2024-06-17 10:58:42,Cancelled,Amazon,Offline,Same Day,Formal,SKU1850,Footwear,L,B018019,Delivered,4,INR,1836.8,West Jamesburgh,Idaho,46780,USA,PROMO30,No,Amazon
6204,ORD106204,2023-08-06 15:09:48,Pending,Merchant,Online,Standard,Ethnic,SKU2362,Accessories,L,B079061,Returned,1,USD,4227.84,Levyberg,Tennessee,57539,USA,PROMO30,No,Amazon
6205,ORD106205,2023-06-18 09:15:30,Pending,Amazon,Offline,Expedited,Ethnic,SKU4341,Electronics,M,B073170,Returned,5,INR,3283.13,New Alexandriaburgh,Oregon,55498,India,PROMO30,No,Seller
6206,ORD106206,2023-05-22 06:43:07,Shipped,Amazon,Online,Standard,Casual,SKU6025,Accessories,XXL,B079832,In Transit,1,USD,1365.4,Veronicamouth,North Carolina,91873,USA,PROMO30,No,Seller
6207,ORD106207,2023-08-30 17:04:14,Shipped,Amazon,Online,Standard,Sports,SKU5552,Footwear,XL,B098168,In Transit,5,USD,2222.55,Port Stacey,California,59209,USA,PROMO20,No,Seller
6208,ORD106208,2024-10-07 04:12:34,Shipped,Merchant,Online,Expedited,Ethnic,SKU6827,Electronics,M,B041553,Returned,3,USD,1218.68,Sanchezland,Kentucky,57768,USA,PROMO20,No,Seller
6209,ORD106209,2024-12-15 21:34:06,Shipped,Merchant,Online,Standard,Casual,SKU1477,Accessories,L,B011671,Delivered,4,INR,4811.55,Shannonmouth,Iowa,21243,USA,PROMO10,Yes,Amazon
6210,ORD106210,2023-08-27 12:49:28,Shipped,Amazon,Offline,Same Day,Sports,SKU8502,Electronics,M,B085902,Returned,4,USD,1657.28,Port Aaron,Mississippi,92624,India,PROMO30,No,Seller
6211,ORD106211,2024-01-25 08:16:39,Cancelled,Amazon,Online,Standard,Casual,SKU2070,Electronics,M,B034732,In Transit,2,INR,700.17,East Patrickstad,Utah,04412,USA,,Yes,Amazon
6212,ORD106212,2023-09-08 14:04:47,Pending,Amazon,Offline,Expedited,Formal,SKU4107,Clothing,L,B019520,In Transit,4,INR,3431.92,Port David,Wisconsin,15368,USA,PROMO10,Yes,Amazon
6213,ORD106213,2024-07-19 05:28:38,Pending,Merchant,Offline,Standard,Casual,SKU7561,Accessories,S,B053425,Returned,3,USD,1723.06,Lake Jason,North Dakota,16469,India,PROMO10,No,Seller
6214,ORD106214,2025-01-19 19:43:38,Pending,Merchant,Offline,Standard,Formal,SKU3050,Electronics,S,B020196,In Transit,5,USD,611.33,North Charleshaven,Texas,51492,USA,PROMO30,Yes,Seller
6215,ORD106215,2024-01-04 07:09:27,Pending,Amazon,Online,Standard,Casual,SKU1192,Accessories,S,B035030,Returned,1,USD,3792.07,North Crystalport,Maryland,78444,USA,PROMO20,No,Amazon
6216,ORD106216,2024-02-06 09:27:52,Pending,Merchant,Online,Expedited,Casual,SKU3428,Clothing,L,B044884,Returned,4,INR,224.79,Joshuatown,Nevada,03841,India,PROMO30,No,Amazon
6217,ORD106217,2024-07-24 06:31:22,Pending,Amazon,Offline,Same Day,Sports,SKU2713,Electronics,L,B040294,In Transit,1,USD,4716.37,Leeville,Arizona,16516,India,PROMO20,Yes,Seller
6218,ORD106218,2024-10-15 07:02:41,Shipped,Merchant,Offline,Standard,Ethnic,SKU9075,Electronics,L,B017119,Delivered,1,USD,3925.13,Leonburgh,Arizona,69652,USA,PROMO30,No,Amazon
6219,ORD106219,2023-06-07 16:54:51,Shipped,Merchant,Online,Standard,Formal,SKU2457,Footwear,XXL,B085004,In Transit,3,INR,3464.06,Keithland,California,80184,India,PROMO10,Yes,Amazon
6220,ORD106220,2024-09-18 23:33:57,Pending,Amazon,Online,Expedited,Sports,SKU9180,Clothing,XL,B074678,Delayed,2,INR,4783.73,Port Kaylashire,Montana,02104,India,PROMO20,No,Amazon
6221,ORD106221,2024-03-31 05:25:02,Cancelled,Merchant,Offline,Same Day,Sports,SKU7669,Clothing,M,B029237,In Transit,5,USD,2169.13,Westmouth,Kansas,04789,USA,,Yes,Amazon
6222,ORD106222,2024-11-09 23:16:47,Pending,Merchant,Offline,Same Day,Formal,SKU4071,Accessories,L,B017017,Delivered,4,INR,3788.42,Lake Brandi,Iowa,61925,India,PROMO10,No,Amazon
6223,ORD106223,2024-03-29 06:59:37,Shipped,Merchant,Offline,Same Day,Casual,SKU5862,Accessories,M,B030506,Returned,2,USD,575.12,North Mariastad,New York,70120,USA,PROMO10,No,Seller
6224,ORD106224,2023-07-30 11:05:33,Shipped,Merchant,Online,Expedited,Ethnic,SKU3021,Electronics,M,B011122,Delivered,2,USD,2222.92,New Stephen,Montana,51409,India,PROMO30,Yes,Amazon
6225,ORD106225,2024-12-04 05:16:37,Pending,Merchant,Online,Expedited,Formal,SKU6741,Clothing,S,B033812,Returned,5,USD,2742.5,South Christopher,West Virginia,65763,USA,PROMO10,Yes,Seller
6226,ORD106226,2024-07-25 21:21:08,Shipped,Amazon,Offline,Standard,Casual,SKU5338,Accessories,L,B041378,Returned,5,USD,4481.57,Elizabethfort,Hawaii,55255,USA,PROMO10,Yes,Seller
6227,ORD106227,2024-09-07 03:43:01,Shipped,Amazon,Offline,Standard,Formal,SKU1550,Footwear,XL,B081340,In Transit,5,INR,3373.95,South Lindsayland,Oregon,76283,India,,Yes,Seller
6228,ORD106228,2023-06-03 04:54:16,Shipped,Merchant,Offline,Expedited,Ethnic,SKU7149,Clothing,S,B026991,In Transit,1,INR,640.26,East Laceyview,Pennsylvania,74168,India,PROMO10,No,Seller
6229,ORD106229,2024-08-04 22:16:31,Pending,Amazon,Online,Same Day,Ethnic,SKU7658,Electronics,XL,B030035,Returned,5,USD,2847.11,Greenmouth,New Mexico,87319,USA,,No,Seller
6230,ORD106230,2025-01-03 18:25:12,Shipped,Merchant,Offline,Standard,Sports,SKU3174,Accessories,S,B072203,In Transit,5,INR,2375.85,Stevensfurt,North Carolina,19885,India,,No,Seller
6231,ORD106231,2024-10-09 11:14:25,Pending,Merchant,Online,Same Day,Ethnic,SKU3759,Accessories,S,B061412,In Transit,3,USD,3248.4,Port Alejandroburgh,Rhode Island,07936,India,PROMO20,No,Amazon
6232,ORD106232,2025-01-09 16:51:55,Cancelled,Merchant,Offline,Same Day,Sports,SKU6010,Footwear,XXL,B027222,Delayed,1,USD,4798.43,Kingburgh,Connecticut,56895,India,PROMO10,No,Amazon
6233,ORD106233,2023-11-05 10:09:49,Shipped,Amazon,Online,Same Day,Sports,SKU2714,Footwear,S,B015603,In Transit,4,USD,1255.73,Hunterland,North Dakota,36882,USA,PROMO20,Yes,Amazon
6234,ORD106234,2024-03-31 13:45:45,Cancelled,Amazon,Online,Expedited,Sports,SKU6363,Footwear,M,B020579,Delivered,3,USD,667.32,Kellytown,Nevada,87676,USA,,Yes,Amazon
6235,ORD106235,2024-02-21 06:38:44,Shipped,Merchant,Online,Expedited,Formal,SKU2405,Clothing,L,B095070,Returned,1,USD,1492.83,East Zacharybury,Connecticut,90077,India,PROMO30,No,Seller
6236,ORD106236,2024-03-15 18:14:58,Pending,Amazon,Online,Same Day,Sports,SKU4912,Footwear,M,B032441,In Transit,2,USD,3964.23,Chandlershire,Kansas,51833,India,,Yes,Amazon
6237,ORD106237,2024-12-02 20:01:24,Pending,Amazon,Online,Standard,Ethnic,SKU6503,Accessories,XL,B077537,Delivered,4,INR,1470.15,New Donnaton,Vermont,21780,India,PROMO20,Yes,Seller
6238,ORD106238,2024-04-27 18:55:43,Shipped,Amazon,Online,Standard,Sports,SKU4407,Clothing,L,B075606,Returned,3,INR,3525.06,Mitchellland,Tennessee,08151,USA,,No,Amazon
6239,ORD106239,2023-09-16 15:34:11,Shipped,Merchant,Online,Same Day,Casual,SKU6624,Accessories,XL,B088356,Delivered,1,INR,1356.06,Coxville,Wyoming,52972,India,PROMO10,Yes,Amazon
6240,ORD106240,2024-03-24 10:01:43,Pending,Amazon,Online,Standard,Casual,SKU3907,Clothing,S,B052076,Delayed,1,INR,4580.06,Johnsonport,North Carolina,70336,USA,PROMO30,Yes,Seller
6241,ORD106241,2024-01-01 23:25:14,Pending,Amazon,Offline,Standard,Ethnic,SKU2213,Clothing,XXL,B088898,Delayed,2,INR,3167.79,Grayberg,Kansas,07737,USA,PROMO30,No,Amazon
6242,ORD106242,2023-07-15 09:39:20,Shipped,Merchant,Online,Expedited,Sports,SKU8438,Footwear,XL,B087956,Delivered,4,INR,1477.63,Lake Andremouth,Michigan,26493,USA,,Yes,Amazon
6243,ORD106243,2024-03-18 01:29:33,Cancelled,Amazon,Offline,Same Day,Ethnic,SKU4792,Clothing,XXL,B042534,Delivered,4,USD,2515.25,South Jessica,New York,24557,India,,Yes,Amazon
6244,ORD106244,2024-05-25 23:34:21,Cancelled,Amazon,Offline,Same Day,Ethnic,SKU8589,Footwear,XXL,B082744,Delivered,4,INR,1189.08,Port Theresa,Washington,59089,India,,No,Amazon
6245,ORD106245,2025-03-28 20:00:02,Shipped,Amazon,Offline,Same Day,Casual,SKU5355,Footwear,S,B068401,Delayed,3,USD,3177.9,Patriciaville,Montana,00586,USA,,No,Seller
6246,ORD106246,2024-07-03 17:53:35,Shipped,Merchant,Online,Same Day,Casual,SKU8828,Electronics,XXL,B015907,In Transit,5,USD,3118.94,New Jessicashire,Virginia,62286,India,PROMO10,No,Seller
6247,ORD106247,2023-12-15 16:40:20,Shipped,Merchant,Offline,Same Day,Casual,SKU6551,Accessories,S,B093299,Delivered,4,USD,1672.41,Lake Natashaland,Oregon,19554,USA,,No,Amazon
6248,ORD106248,2023-04-30 11:41:26,Cancelled,Amazon,Online,Expedited,Casual,SKU5243,Footwear,XL,B093562,Delivered,2,INR,3451.34,New Calvin,Alabama,82158,USA,PROMO30,No,Seller
6249,ORD106249,2024-04-09 23:50:23,Shipped,Merchant,Online,Expedited,Casual,SKU4517,Electronics,M,B073013,In Transit,1,USD,2738.46,Livingstonville,Arkansas,54726,USA,PROMO20,Yes,Amazon
6250,ORD106250,2024-04-04 00:40:57,Shipped,Merchant,Online,Standard,Casual,SKU2445,Footwear,S,B067996,Returned,3,INR,2052.87,Nobleland,Missouri,52036,India,PROMO10,Yes,Seller
6251,ORD106251,2023-08-29 19:35:00,Shipped,Amazon,Online,Standard,Casual,SKU5865,Clothing,S,B010190,Delivered,3,INR,3362.44,Wilsonville,Oregon,02275,India,PROMO30,Yes,Seller
6252,ORD106252,2023-12-11 12:59:09,Cancelled,Amazon,Offline,Same Day,Ethnic,SKU6724,Clothing,M,B025673,Delayed,1,INR,2834.3,Brentborough,Arkansas,38899,India,,Yes,Seller
6253,ORD106253,2023-10-22 18:23:14,Cancelled,Merchant,Online,Standard,Ethnic,SKU1340,Footwear,L,B076085,In Transit,5,USD,1094.22,Mollyburgh,Missouri,31573,India,PROMO10,Yes,Amazon
6254,ORD106254,2024-09-11 05:41:13,Shipped,Merchant,Online,Same Day,Ethnic,SKU2997,Electronics,XL,B086811,In Transit,4,USD,1080.9,Lake David,Louisiana,05942,India,,No,Seller
6255,ORD106255,2023-05-08 14:00:36,Cancelled,Merchant,Online,Expedited,Formal,SKU1309,Footwear,XXL,B039715,In Transit,4,INR,481.46,Port Yvette,Minnesota,06618,India,PROMO30,Yes,Seller
6256,ORD106256,2024-01-05 02:41:43,Shipped,Amazon,Online,Same Day,Ethnic,SKU8993,Electronics,XL,B018383,Returned,4,USD,3427.07,South Christopher,Iowa,71107,USA,,Yes,Seller
6257,ORD106257,2024-10-01 13:04:25,Shipped,Merchant,Offline,Same Day,Sports,SKU7618,Footwear,M,B017925,Delivered,2,USD,486.38,Kingmouth,Oregon,89458,USA,,No,Seller
6258,ORD106258,2023-09-20 02:19:41,Shipped,Amazon,Offline,Expedited,Sports,SKU5782,Clothing,XXL,B025881,Delayed,3,INR,4881.72,Michaelview,Alaska,84466,USA,PROMO30,No,Amazon
6259,ORD106259,2024-10-26 03:38:45,Cancelled,Amazon,Online,Expedited,Formal,SKU1820,Electronics,XL,B072286,Delayed,4,INR,2377.17,East Victoriaside,North Dakota,62342,India,,Yes,Amazon
6260,ORD106260,2024-06-15 01:11:49,Shipped,Amazon,Offline,Same Day,Casual,SKU5962,Electronics,XL,B077067,Returned,2,USD,1887.71,Port Chasestad,Iowa,61673,USA,PROMO20,Yes,Seller
6261,ORD106261,2024-02-25 11:57:57,Cancelled,Merchant,Offline,Same Day,Sports,SKU5445,Footwear,XXL,B054638,Delivered,5,USD,1217.09,Pattonfurt,Wyoming,53596,USA,PROMO20,No,Amazon
6262,ORD106262,2023-05-26 23:41:10,Pending,Merchant,Online,Expedited,Ethnic,SKU6641,Accessories,XL,B036686,Delayed,1,USD,4302.31,New Corey,Massachusetts,11850,USA,PROMO20,Yes,Seller
6263,ORD106263,2023-05-04 16:07:22,Pending,Merchant,Online,Expedited,Sports,SKU8960,Electronics,XL,B074388,In Transit,3,INR,3691.24,Lake Richardhaven,Arizona,29377,India,PROMO10,Yes,Amazon
6264,ORD106264,2023-08-06 01:50:41,Cancelled,Amazon,Offline,Standard,Sports,SKU7214,Footwear,XL,B033636,In Transit,1,USD,2323.31,Johnview,North Dakota,05792,India,,Yes,Seller
6265,ORD106265,2023-05-05 03:18:12,Cancelled,Amazon,Online,Same Day,Formal,SKU3048,Footwear,M,B038610,Returned,1,USD,4358.88,Scottborough,North Carolina,57987,USA,,No,Amazon
6266,ORD106266,2024-11-24 06:24:49,Pending,Amazon,Online,Same Day,Ethnic,SKU2012,Accessories,XXL,B051916,Returned,3,INR,2141.2,North Davidstad,Wisconsin,99282,USA,PROMO10,No,Amazon
6267,ORD106267,2023-10-03 07:28:16,Shipped,Amazon,Offline,Expedited,Formal,SKU9998,Accessories,XL,B017130,In Transit,3,INR,2617.34,West Erin,New Mexico,05079,USA,,Yes,Seller
6268,ORD106268,2024-09-22 08:13:47,Cancelled,Amazon,Offline,Same Day,Formal,SKU3629,Accessories,M,B031766,Delivered,1,INR,3080.82,Crawfordhaven,Maine,72054,India,PROMO10,No,Amazon
6269,ORD106269,2024-06-07 03:11:10,Pending,Amazon,Online,Expedited,Formal,SKU5493,Clothing,XL,B063407,Delivered,3,USD,2723.56,Heatherchester,Tennessee,24770,India,,Yes,Amazon
6270,ORD106270,2024-03-01 17:24:13,Pending,Amazon,Online,Same Day,Sports,SKU9516,Accessories,S,B071184,Delayed,3,INR,989.23,Hudsonchester,Indiana,76260,India,PROMO20,No,Amazon
6271,ORD106271,2024-09-15 20:23:56,Cancelled,Merchant,Offline,Same Day,Ethnic,SKU3080,Electronics,S,B082276,Delayed,5,USD,4273.17,Port Mark,Indiana,16246,India,,No,Amazon
6272,ORD106272,2024-08-02 02:30:31,Shipped,Amazon,Online,Standard,Ethnic,SKU3122,Footwear,M,B037503,Delivered,4,USD,2410.22,Booneville,Vermont,00843,USA,PROMO20,Yes,Amazon
6273,ORD106273,2024-05-25 09:59:51,Pending,Merchant,Online,Standard,Ethnic,SKU2491,Clothing,S,B023092,In Transit,2,USD,1552.87,Marioside,Arizona,39685,USA,,No,Amazon
6274,ORD106274,2023-05-09 10:39:45,Pending,Merchant,Offline,Standard,Casual,SKU5653,Footwear,S,B027281,Delivered,2,USD,871.77,Ericton,Kansas,87631,India,PROMO10,No,Amazon
6275,ORD106275,2023-06-13 08:04:00,Shipped,Merchant,Online,Standard,Ethnic,SKU3397,Accessories,M,B070547,Returned,4,INR,2476.99,East Cherylfurt,Montana,49455,India,PROMO10,Yes,Seller
6276,ORD106276,2023-12-30 00:36:06,Shipped,Amazon,Offline,Expedited,Sports,SKU5784,Accessories,M,B071723,Delayed,3,USD,3637.98,Jesusburgh,New Mexico,98237,USA,PROMO20,Yes,Seller
6277,ORD106277,2024-09-22 00:01:31,Shipped,Amazon,Offline,Expedited,Ethnic,SKU4629,Clothing,M,B070150,Returned,1,USD,4677.21,Marshalltown,Florida,41558,USA,PROMO30,Yes,Seller
6278,ORD106278,2024-10-22 19:09:15,Cancelled,Merchant,Online,Expedited,Ethnic,SKU7003,Clothing,L,B054479,Returned,2,INR,4282.1,Oneillton,Massachusetts,76825,USA,PROMO20,Yes,Seller
6279,ORD106279,2023-07-20 19:45:40,Cancelled,Merchant,Online,Standard,Ethnic,SKU2176,Accessories,XL,B083031,Returned,1,USD,4743.02,Dwaynestad,Texas,42161,USA,PROMO10,Yes,Amazon
6280,ORD106280,2024-06-14 16:07:13,Shipped,Merchant,Online,Same Day,Ethnic,SKU5819,Clothing,XXL,B058585,In Transit,3,INR,2581.12,Lake Troyfurt,West Virginia,82601,India,,No,Amazon
6281,ORD106281,2023-08-17 03:10:12,Cancelled,Amazon,Online,Same Day,Casual,SKU7024,Electronics,L,B063799,Returned,2,USD,612.16,Munozland,Hawaii,72389,India,PROMO20,Yes,Amazon
6282,ORD106282,2024-06-01 14:17:42,Shipped,Amazon,Online,Same Day,Ethnic,SKU3764,Clothing,XL,B034237,Delivered,1,USD,3857.65,East Jonathan,Maine,82377,India,PROMO10,Yes,Amazon
6283,ORD106283,2023-09-11 15:48:52,Pending,Amazon,Offline,Same Day,Formal,SKU4549,Footwear,M,B074897,Returned,1,USD,3216.35,Jenniferbury,South Carolina,30935,USA,PROMO10,No,Amazon
6284,ORD106284,2023-12-28 15:26:27,Cancelled,Amazon,Offline,Expedited,Sports,SKU6075,Accessories,XL,B027193,Delivered,4,USD,3304.76,South Kimberlymouth,California,83033,India,PROMO30,No,Seller
6285,ORD106285,2024-07-03 09:14:04,Shipped,Merchant,Online,Standard,Sports,SKU8322,Clothing,M,B069206,Delivered,1,INR,3867.49,Port Rachel,Minnesota,37946,USA,,No,Amazon
6286,ORD106286,2024-11-08 22:47:22,Shipped,Merchant,Online,Expedited,Casual,SKU9618,Footwear,M,B088037,In Transit,1,INR,2301.35,North Elizabethshire,Massachusetts,86305,India,,No,Amazon
6287,ORD106287,2025-04-10 21:20:04,Shipped,Merchant,Online,Standard,Formal,SKU8714,Footwear,XL,B098400,In Transit,1,INR,3230.88,South Richardtown,New Jersey,20118,USA,PROMO30,Yes,Seller
6288,ORD106288,2024-03-15 18:48:44,Shipped,Amazon,Offline,Same Day,Casual,SKU5880,Footwear,M,B055545,Delayed,4,INR,3004.38,Shawnborough,Maryland,70865,USA,PROMO20,Yes,Seller
6289,ORD106289,2023-05-05 08:15:21,Shipped,Merchant,Online,Expedited,Formal,SKU2933,Clothing,S,B025370,Returned,1,USD,2812.91,West Rebeccaburgh,Nebraska,41842,India,PROMO20,No,Seller
6290,ORD106290,2024-11-11 12:52:36,Shipped,Amazon,Offline,Same Day,Sports,SKU2412,Clothing,M,B020214,Returned,5,USD,1911.15,West Maria,New Jersey,08841,India,,Yes,Amazon
